"barcode","vendor","title","price"
"1546440","Citigroup","Order-to-Pay","1815627.69"
"1415753","JP Morgan Chase & Co.","Order-to-Pay","3465548.05"
"653333","Citigroup","Debit Cards","664803.19"
"3853495","PNC Financial Services Group","Debit Cards","3900024.02"
"2438114","U.S. Bancorp","Commercial Cards","1507409.36"
"432650","Toronto-Dominion Bank","Healthcare Link for Payers","536541.83"
"1311198","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","4914305.46"
"2611231","ING Group","Order-to-Pay","130367.18"
"932471","Fifth Third Bancorp","Payments Fraud Prevention","1923665.86"
"2569360","Fifth Third Bancorp","Commercial Cards","3861334.50"
"4482479","JP Morgan Chase & Co.","Check Disbursements","2978535.26"
"2356021","State Street Corp.","Cross-Currency Payment Services","943541.15"
"1505546","Toronto-Dominion Bank","Order-to-Pay","1793476.61"
"1947128","Bank of America ","U.S. Dollar Clearing - Asia Direct","1616519.29"
"3331330","Bank of New York Mellon","Automated Clearing House (ACH)","756641.85"
"2884551","ING Group","Debit Cards","3458733.10"
"1622860","ING Group","Commercial Cards","2203456.50"
"1045020","KeyCorp","U.S. Dollar Clearing - Asia Direct","4974117.83"
"391725","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","2963737.81"
"2925608","Royal Bank of Scotland","Check Disbursements","3008739.11"
"617774","Bank of America ","Self-Serve Inquiry and Resolution Management","446720.11"
"4659683","HSBC Holdings","U.S. Dollar Clearing - Asia Direct","479455.74"
"157294","Wells Fargo","Reference Accounts","3313098.67"
"297251","Wells Fargo","U.S. Dollar Clearing - Asia Direct","544622.20"
"1436792","State Street Corp.","Order-to-Pay","2285017.37"
"3857469","ING Group","Check Disbursements","2844649.24"
"3251080","Bank of Montreal","Payments Fraud Prevention","3093921.85"
"3296205","Northern Trust","Automated Clearing House (ACH)","3665625.11"
"504865","Regions Financial","Check Disbursements","1964848.55"
"896695","Northern Trust","Healthcare Link for Payers","4397729.36"
"1978515","Bank of America ","Self-Serve Inquiry and Resolution Management","4280815.13"
"2282804","ING Group","Healthcare Link for Payers","972057.97"
"3315955","Wells Fargo","Electronic Payables","4756240.68"
"1140130","Toronto-Dominion Bank","Debit Cards","3126415.92"
"2131296","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","2904989.29"
"1508394","PNC Financial Services Group","Payments Fraud Prevention","1523779.66"
"801379","Wells Fargo","Payments Fraud Prevention","3428259.65"
"344757","State Street Corp.","Healthcare Link for Payers","2899965.21"
"3942644","State Street Corp.","Commercial Cards","4581090.90"
"4793749","ING Group","Check Disbursements","3468978.96"
"1299637","State Street Corp.","Self-Serve Inquiry and Resolution Management","3274263.07"
"288755","Regions Financial","U.S. Dollar Clearing - Asia Direct","1145514.26"
"2899565","HSBC Holdings","Order-to-Pay","4599673.71"
"1984325","Bank of Montreal","Reference Accounts","1175722.55"
"1375866","Capital One Financial","Commercial Cards","4532406.43"
"4275654","Northern Trust","Debit Cards","3850968.91"
"4025292","Citigroup","Order-to-Pay","152067.21"
"3623958","JP Morgan Chase & Co.","Check Disbursements","2935406.02"
"48178","Capital One Financial","U.S. Dollar Clearing - Asia Direct","283550.02"
"1700286","U.S. Bancorp","Debit Cards","1449870.10"
"2398997","SunTrust Bank","Electronic Payables","2891607.69"
"436228","Northern Trust","Debit Cards","4933704.25"
"4197673","HSBC Holdings","Order-to-Pay","341375.85"
"3569706","Northern Trust","Order-to-Pay","2583484.52"
"4047186","Citigroup","Commercial Cards","3975168.89"
"481773","State Street Corp.","Healthcare Link for Payers","1535908.80"
"1404086","Bank of Montreal","Cross-Currency Payment Services","4108267.25"
"1557603","KeyCorp","Electronic Payables","762245.63"
"3438531","HSBC Holdings","Healthcare Link for Payers","724951.07"
"2832915","State Street Corp.","Debit Cards","317615.15"
"1387493","ING Group","Check Disbursements","1317768.31"
"4438138","BB&T Corporation","Payments Fraud Prevention","2726545.80"
"1139800","ING Group","Payments Fraud Prevention","3183338.69"
"400336","Royal Bank of Scotland","Cross-Currency Payment Services","645139.58"
"4481446","HSBC Holdings","Healthcare Link for Payers","737149.02"
"1757782","Regions Financial","Check Disbursements","1686180.35"
"1613332","U.S. Bancorp","Payments Fraud Prevention","2829050.85"
"150823","Fifth Third Bancorp","Payments Fraud Prevention","1699295.40"
"4816501","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","3587997.56"
"2595699","KeyCorp","Self-Serve Inquiry and Resolution Management","4013970.90"
"3868193","U.S. Bancorp","Healthcare Link for Payers","2264996.94"
"2257812","Bank of America ","Payments Fraud Prevention","1508376.40"
"2121874","U.S. Bancorp","Commercial Cards","4693492.55"
"1619089","Royal Bank of Scotland","Automated Clearing House (ACH)","4107695.45"
"3951053","Toronto-Dominion Bank","Healthcare Link for Payers","4455454.04"
"3963590","Capital One Financial","Commercial Cards","2742511.97"
"1996772","Royal Bank of Scotland","Healthcare Link for Payers","1822954.65"
"166342","Citigroup","Automated Clearing House (ACH)","1428957.91"
"2745063","Fifth Third Bancorp","Order-to-Pay","4314672.85"
"1955417","SunTrust Bank","Reference Accounts","1267595.28"
"2051263","Citigroup","Automated Clearing House (ACH)","4913925.36"
"4259761","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","851393.13"
"2538237","Bank of Montreal","Order-to-Pay","4914784.04"
"717800","Wells Fargo","U.S. Dollar Clearing - Asia Direct","316768.61"
"515655","BB&T Corporation","Commercial Cards","616689.76"
"905760","HSBC Holdings","Reference Accounts","94748.31"
"1230098","Bank of America ","Debit Cards","573306.33"
"1325135","Citigroup","Electronic Payables","3592755.06"
"2291103","SunTrust Bank","Payments Fraud Prevention","1629553.67"
"2639712","State Street Corp.","Reference Accounts","2571342.14"
"2805219","Fifth Third Bancorp","Reference Accounts","870926.22"
"608735","ING Group","Check Disbursements","4314940.06"
"4856795","Bank of Montreal","Automated Clearing House (ACH)","476343.70"
"4905908","Toronto-Dominion Bank","U.S. Dollar Clearing - Asia Direct","809230.16"
"1882531","Bank of New York Mellon","Order-to-Pay","2254368.16"
"4093465","BB&T Corporation","Commercial Cards","2452054.35"
"3512149","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","1574411.98"
"362795","Fifth Third Bancorp","Healthcare Link for Payers","765809.92"
"524722","HSBC Holdings","Order-to-Pay","507802.08"
"3736921","Regions Financial","Payments Fraud Prevention","4974796.34"
"3150789","State Street Corp.","Electronic Payables","3322762.77"
"1886123","Toronto-Dominion Bank","Debit Cards","1453909.71"
"2434203","Bank of New York Mellon","Cross-Currency Payment Services","2124011.61"
"393736","Wells Fargo","Automated Clearing House (ACH)","236759.84"
"2639713","KeyCorp","Reference Accounts","3047442.57"
"4246172","PNC Financial Services Group","Healthcare Link for Payers","4358096.76"
"3490235","Bank of America ","Debit Cards","4452680.57"
"59007","SunTrust Bank","Automated Clearing House (ACH)","1707377.12"
"7267","State Street Corp.","Debit Cards","2173113.68"
"1073750","ING Group","Reference Accounts","3963089.90"
"2300228","Bank of Montreal","Cross-Currency Payment Services","764629.63"
"3539610","Northern Trust","Cross-Currency Payment Services","2720225.66"
"999349","Regions Financial","Cross-Currency Payment Services","2020033.68"
"270975","Fifth Third Bancorp","Reference Accounts","2994111.06"
"4365782","PNC Financial Services Group","Cross-Currency Payment Services","817364.51"
"4614277","Northern Trust","Commercial Cards","2494026.67"
"4963575","Citigroup","Automated Clearing House (ACH)","2249488.21"
"3486158","U.S. Bancorp","Reference Accounts","2155024.40"
"2711496","Bank of Montreal","Commercial Cards","1081927.00"
"2864752","BB&T Corporation","Commercial Cards","3247844.98"
"4805946","State Street Corp.","Check Disbursements","367958.90"
"2016613","Fifth Third Bancorp","Payments Fraud Prevention","153262.11"
"1314975","Bank of New York Mellon","Automated Clearing House (ACH)","1774928.55"
"1434597","PNC Financial Services Group","Electronic Payables","2691853.00"
"1148295","SunTrust Bank","U.S. Dollar Clearing - Asia Direct","824411.40"
"4842784","Royal Bank of Scotland","Healthcare Link for Payers","3860805.53"
"3943733","Bank of Montreal","U.S. Dollar Clearing - Asia Direct","994257.54"
"126159","Bank of Montreal","Reference Accounts","753173.03"
"407569","Royal Bank of Scotland","Reference Accounts","3568267.91"
"35556","BB&T Corporation","Reference Accounts","4164949.02"
"3190872","U.S. Bancorp","Cross-Currency Payment Services","924333.40"
"4142504","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","895983.96"
"412839","State Street Corp.","Healthcare Link for Payers","2728312.87"
"1454912","SunTrust Bank","Payments Fraud Prevention","3243522.35"
"1106926","KeyCorp","Healthcare Link for Payers","3471979.07"
"1147010","Royal Bank of Scotland","Electronic Payables","3511463.33"
"2473089","Northern Trust","Payments Fraud Prevention","4238203.63"
"4971562","U.S. Bancorp","Reference Accounts","1090639.06"
"3488849","ING Group","Payments Fraud Prevention","1631315.62"
"2707797","Bank of Montreal","Cross-Currency Payment Services","3823352.33"
"678701","Bank of New York Mellon","Reference Accounts","4585401.98"
"2935428","Wells Fargo","Self-Serve Inquiry and Resolution Management","3404679.26"
"1867837","JP Morgan Chase & Co.","Reference Accounts","4307156.43"
"4057639","Regions Financial","U.S. Dollar Clearing - Asia Direct","1011551.01"
"66171","Regions Financial","Reference Accounts","730673.65"
"4122912","State Street Corp.","Order-to-Pay","3406408.84"
"373399","U.S. Bancorp","Automated Clearing House (ACH)","202312.31"
"4490448","PNC Financial Services Group","Check Disbursements","2173432.59"
"1470791","Northern Trust","Payments Fraud Prevention","4313647.20"
"2436739","Royal Bank of Scotland","Self-Serve Inquiry and Resolution Management","540456.61"
"319416","Fifth Third Bancorp","U.S. Dollar Clearing - Asia Direct","1415533.52"
"4606329","BB&T Corporation","Order-to-Pay","2442896.06"
"1344330","BB&T Corporation","Check Disbursements","2278723.76"
"4997897","BB&T Corporation","Self-Serve Inquiry and Resolution Management","150274.63"
"2077416","Capital One Financial","Self-Serve Inquiry and Resolution Management","951792.55"
"4888345","SunTrust Bank","Debit Cards","2566141.62"
"1720514","ING Group","Commercial Cards","2712525.49"
"4229845","U.S. Bancorp","Healthcare Link for Payers","1167216.33"
"689603","ING Group","Healthcare Link for Payers","869755.98"
"4109024","Royal Bank of Scotland","Electronic Payables","874022.98"
"122647","Northern Trust","Payments Fraud Prevention","2511725.71"
"4484687","KeyCorp","Healthcare Link for Payers","2100756.31"
"2612471","Northern Trust","Payments Fraud Prevention","2050313.13"
"2182734","Northern Trust","Commercial Cards","1794658.44"
"4006653","Fifth Third Bancorp","Order-to-Pay","95340.93"
"4842079","Bank of America ","Reference Accounts","3109331.79"
"2298374","Northern Trust","Order-to-Pay","1480458.65"
"4234535","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","4166848.65"
"4906211","Bank of Montreal","Debit Cards","3920907.70"
"715976","State Street Corp.","Cross-Currency Payment Services","641850.14"
"665351","Bank of New York Mellon","Payments Fraud Prevention","3129340.71"
"3342162","Bank of America ","U.S. Dollar Clearing - Asia Direct","3269758.79"
"2819281","BB&T Corporation","Order-to-Pay","4819387.58"
"4913889","Northern Trust","Self-Serve Inquiry and Resolution Management","36598.71"
"3729322","Bank of America ","Debit Cards","3498745.38"
"3441943","Royal Bank of Scotland","U.S. Dollar Clearing - Asia Direct","486411.45"
"983598","JP Morgan Chase & Co.","Check Disbursements","2069840.83"
"4992843","JP Morgan Chase & Co.","Automated Clearing House (ACH)","1336197.65"
"4218698","Capital One Financial","Electronic Payables","1317568.25"
"4779025","Citigroup","Cross-Currency Payment Services","3986365.38"
"1055330","Citigroup","Order-to-Pay","3008843.91"
"677444","Northern Trust","Reference Accounts","2686685.30"
"1648478","Capital One Financial","Automated Clearing House (ACH)","177655.02"
"4020529","BB&T Corporation","U.S. Dollar Clearing - Asia Direct","4283818.56"
"2290217","Wells Fargo","Self-Serve Inquiry and Resolution Management","4480896.55"
"2344950","PNC Financial Services Group","Commercial Cards","1669889.99"
"104087","Bank of Montreal","Commercial Cards","4592675.61"
"4111233","Royal Bank of Scotland","Automated Clearing House (ACH)","1754279.27"
"4473675","PNC Financial Services Group","Self-Serve Inquiry and Resolution Management","3087175.39"
"2572832","Bank of Montreal","Automated Clearing House (ACH)","3513756.30"
"3178933","ING Group","Commercial Cards","23657.51"
"3919797","Regions Financial","Check Disbursements","3222787.52"
"15316","Bank of Montreal","Check Disbursements","2463194.21"
"1352220","Bank of Montreal","Automated Clearing House (ACH)","4199711.44"
"1543198","JP Morgan Chase & Co.","Cross-Currency Payment Services","2543500.59"
"3596757","Capital One Financial","U.S. Dollar Clearing - Asia Direct","903832.92"
"4365811","Bank of Montreal","Debit Cards","4170996.34"
"159316","Royal Bank of Scotland","Electronic Payables","2879113.96"
"2230552","Bank of New York Mellon","Self-Serve Inquiry and Resolution Management","631118.10"
"2515510","KeyCorp","U.S. Dollar Clearing - Asia Direct","4149804.38"
"1997573","HSBC Holdings","Healthcare Link for Payers","3879474.42"
"290047","Bank of Montreal","Electronic Payables","4792688.25"
"852555","HSBC Holdings","Automated Clearing House (ACH)","802366.21"
"486414","ING Group","Debit Cards","1164691.45"
"3787086","Fifth Third Bancorp","Reference Accounts","134011.99"
"1906369","Capital One Financial","Order-to-Pay","4792382.51"
"1091627","Toronto-Dominion Bank","Order-to-Pay","3050430.31"
"3496206","Bank of New York Mellon","Payments Fraud Prevention","26522.68"
"2251858","PNC Financial Services Group","U.S. Dollar Clearing - Asia Direct","473868.46"
"399691","ING Group","Check Disbursements","835469.97"
"3757623","Bank of Montreal","Self-Serve Inquiry and Resolution Management","3867369.57"
"859765","HSBC Holdings","Electronic Payables","557604.05"
"3209052","KeyCorp","Order-to-Pay","3057590.11"
"4176054","Bank of New York Mellon","U.S. Dollar Clearing - Asia Direct","4959504.46"
"4848786","Citigroup","Self-Serve Inquiry and Resolution Management","4211942.00"
"2042837","Fifth Third Bancorp","Order-to-Pay","198880.47"
"3799077","Regions Financial","Payments Fraud Prevention","1882898.29"
"4284363","Citigroup","Commercial Cards","4061940.01"
"4848368","Bank of America ","U.S. Dollar Clearing - Asia Direct","3865102.35"
"1397151","U.S. Bancorp","Self-Serve Inquiry and Resolution Management","4791881.26"
"1890741","PNC Financial Services Group","Order-to-Pay","4768623.48"
"3989671","Citigroup","Debit Cards","4294527.58"
"4328784","Wells Fargo","Debit Cards","1657311.36"
"2799429","Royal Bank of Scotland","Automated Clearing House (ACH)","515613.28"
